n_images,global_acc,bg_prec,bg_rec,bg_f1,bg_dice,bg_bf1,crop_prec,crop_rec,crop_f1,crop_dice,crop_bf1,weed_prec,weed_rec,weed_f1,weed_dice,weed_bf1,weed_gt_count_mean,weed_gt_count_std,weed_pred_count_mean,weed_pred_count_std,weed_det_rate_mean,weed_det_rate_std,weed_fa_rate_mean,weed_fa_rate_std,weed_centroid_dist_mean,weed_centroid_dist_std,weed_size_ratio_mean,weed_size_ratio_std,crop_gt_count_mean,crop_gt_count_std,crop_pred_count_mean,crop_pred_count_std,crop_det_rate_mean,crop_det_rate_std,crop_fa_rate_mean,crop_fa_rate_std
4800,0.9850,0.9945,0.9893,0.9919,0.9919,0.8145,0.9423,0.9747,0.9582,0.9582,0.8097,0.8178,0.8904,0.8526,0.8526,0.6063,5.785,3.958,10.255,8.316,0.832,0.372,0.010,0.068,18.379,19.731,5.710,22.509,1.921,0.940,2.265,1.260,0.957,0.202,0.005,0.048
