img_id,split,global_acc,bg_precision,bg_recall,bg_f1,bg_dice,bg_boundary_f1,crop_precision,crop_recall,crop_f1,crop_dice,crop_boundary_f1,weed_precision,weed_recall,weed_f1,weed_dice,weed_boundary_f1,weed_gt_count,weed_pred_count,weed_hit,weed_miss,weed_false_pos,weed_det_rate,weed_fa_rate,weed_centroid_dist,weed_size_ratio,crop_gt_count,crop_pred_count,crop_det_rate,crop_fa_rate
bonirob_2016-05-23-11-12-51_7_frame0_rot15,train,0.9976081848140725,0.9986871927468403,0.9988107448006007,0.9987489149526654,0.9987489149526654,0.8982675075531006,0.9741678224603487,0.9715570156395645,0.9728606174374569,0.9728606174374569,0.9061766266822815,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,nan,nan,2,2,0.9999999500000026,0.0
bonirob_2016-05-23-10-42-16_1_frame226_crop,train,0.9907302856441533,0.9938912756637216,0.9950087985917705,0.9944496731709419,0.9944496731709419,0.8815776109695435,0.9833764407478508,0.9789760511949928,0.9811712622433327,0.9811712622433327,0.8987106680870056,0.8693009118276809,0.8519511468319347,0.8605385388162597,0.8605385388162597,0.8064692616462708,29,26,26,3,0,0.8965517210463734,0.0,1.857381963881602,1.3970434029291918,2,2,0.9999999500000026,0.0
bonirob_2016-05-23-10-42-16_1_frame305_crop,train,0.9842414855953276,0.994437940422719,0.9871364454018081,0.9907736910259197,0.9907736910259197,0.8829978108406067,0.979456824505714,0.9776186835269506,0.978536840799236,0.978536840799236,0.8942915201187134,0.8955121754844213,0.960291769170183,0.9267713084108788,0.9267713084108788,0.8572691679000854,34,33,33,1,0,0.9705882324394464,0.0,3.4358372598048468,1.4778689268999787,1,1,0.9999999000000099,0.0
bonirob_2016-05-23-10-47-22_2_frame189_hflip,train,0.9922714233394653,0.9967588453859106,0.9946685945971451,0.995712573002493,0.995712573002493,0.8553892970085144,0.9697325623375057,0.9731175483885347,0.9714220565689,0.9714220565689,0.8633232116699219,0.8515448379590167,0.9517125210288683,0.8988465628839966,0.8988465628839966,0.8360686302185059,11,11,11,0,0,0.9999999909090911,0.0,5.690908107440942,1.47607728203691,2,2,0.9999999500000026,0.0
bonirob_2016-05-23-10-42-16_1_frame302_brightness,train,0.9808692932125165,0.9925019912672,0.9866634054121672,0.9895740363552805,0.9895740363552805,0.8530734181404114,0.9359678782656807,0.9407391673646904,0.9383474076175042,0.9383474076175042,0.8374117612838745,0.797329814478015,0.8922863099297056,0.8421397328933861,0.8421397328933861,0.806687593460083,25,22,21,4,1,0.83999999664,0.04545454524793388,7.924902212029569,1.4206269687035395,1,1,0.9999999000000099,0.0
bonirob_2016-05-23-10-42-16_1_frame55_noise,train,0.9924430847164183,0.9959075346782826,0.9957609477305528,0.9958341858100155,0.9958341858100155,0.8614898920059204,0.9563506931375274,0.9620579182048994,0.9591957662346905,0.9591957662346905,0.8875508308410645,0.9631088825099915,0.9562588904580812,0.9596716130870101,0.9596716130870101,0.8039969801902771,6,3,3,3,0,0.4999999916666668,0.0,1.1687179453559826,0.9147981433746634,3,3,0.9999999666666678,0.0
bonirob_2016-05-23-10-42-16_1_frame90_hue,train,0.9894676208492319,0.9954493149912012,0.9934935015041803,0.9944703966297492,0.9944703966297492,0.8850672245025635,0.9340191556958489,0.9423765210829501,0.9381791767625062,0.9381791767625062,0.8772040605545044,0.8547215496281807,0.8968875714493236,0.8752969848375809,0.8752969848375809,0.8472818732261658,18,16,15,3,1,0.8333333287037037,0.062499999609374995,7.504214004230589,1.7688069368880937,1,1,0.9999999000000099,0.0
bonirob_2016-05-09-10-49-56_6_frame75_vflip,train,0.9968376159664166,0.9985656514103789,0.9982298901213962,0.9983976925367511,0.9983976925367511,0.8618305921554565,0.8481751823579307,0.8870229006279354,0.8671641290001142,0.8671641290001142,0.8462703227996826,0.873796791412699,0.8919213973474556,0.8827660223667778,0.8827660223667778,0.8077914118766785,5,5,5,0,0,0.9999999800000003,0.0,2.128166399006645,0.6602190255805634,1,1,0.9999999000000099,0.0
bonirob_2016-05-23-10-42-16_1_frame2_crop,train,0.9960365295406357,0.9977459623495649,0.9980936132033313,0.9979197074981879,0.9979197074981879,0.8491198420524597,0.9661863435322893,0.9580289007878061,0.9620902809893074,0.9620902809893074,0.8871785998344421,0.5961538457716963,0.6690647477200974,0.630508424314856,0.630508424314856,0.512583315372467,1,2,1,0,1,0.9999999000000099,0.4999999750000013,1.330939660839842,0.7553956829097873,2,2,0.9999999500000026,0.0
bonirob_2016-05-23-10-52-28_3_frame141_hflip,train,0.9854812622066553,0.9952276615537348,0.9885306155473453,0.9918677841432797,0.9918677841432797,0.8775361180305481,0.0,0.0,0.0,0.0,0.0,0.9068971477928889,0.9592978606657184,0.932361776942099,0.932361776942099,0.8479112982749939,47,43,43,4,0,0.9148936150746945,0.0,2.6759780613038817,2.074510485681547,0,0,0.0,0.0
