n_images,global_acc,bg_prec,bg_rec,bg_f1,bg_dice,bg_bf1,crop_prec,crop_rec,crop_f1,crop_dice,crop_bf1,weed_prec,weed_rec,weed_f1,weed_dice,weed_bf1,weed_gt_count_mean,weed_gt_count_std,weed_pred_count_mean,weed_pred_count_std,weed_det_rate_mean,weed_det_rate_std,weed_fa_rate_mean,weed_fa_rate_std,weed_centroid_dist_mean,weed_centroid_dist_std,weed_size_ratio_mean,weed_size_ratio_std,crop_gt_count_mean,crop_gt_count_std,crop_pred_count_mean,crop_pred_count_std,crop_det_rate_mean,crop_det_rate_std,crop_fa_rate_mean,crop_fa_rate_std
4320,0.9897,0.9953,0.9936,0.9944,0.9944,0.8716,0.9630,0.9672,0.9651,0.9651,0.8347,0.8880,0.9217,0.9045,0.9045,0.6774,20.571,18.025,18.910,17.118,0.740,0.346,0.023,0.094,3.594,2.453,1.518,0.534,2.208,1.186,2.417,1.472,0.954,0.198,0.054,0.149
