n_images,global_acc,bg_prec,bg_rec,bg_f1,bg_dice,bg_bf1,crop_prec,crop_rec,crop_f1,crop_dice,crop_bf1,weed_prec,weed_rec,weed_f1,weed_dice,weed_bf1,weed_gt_count_mean,weed_gt_count_std,weed_pred_count_mean,weed_pred_count_std,weed_det_rate_mean,weed_det_rate_std,weed_fa_rate_mean,weed_fa_rate_std,weed_centroid_dist_mean,weed_centroid_dist_std,weed_size_ratio_mean,weed_size_ratio_std,crop_gt_count_mean,crop_gt_count_std,crop_pred_count_mean,crop_pred_count_std,crop_det_rate_mean,crop_det_rate_std,crop_fa_rate_mean,crop_fa_rate_std
480,0.9869,0.9928,0.9938,0.9933,0.9933,0.8543,0.9552,0.9598,0.9575,0.9575,0.8287,0.8562,0.8218,0.8386,0.8386,0.5845,7.448,4.940,16.004,13.239,0.667,0.348,0.111,0.156,17.266,10.638,0.676,0.482,2.050,0.982,2.985,1.741,0.961,0.174,0.106,0.198
