n_images,global_acc,bg_prec,bg_rec,bg_f1,bg_dice,bg_bf1,crop_prec,crop_rec,crop_f1,crop_dice,crop_bf1,weed_prec,weed_rec,weed_f1,weed_dice,weed_bf1,weed_gt_count_mean,weed_gt_count_std,weed_pred_count_mean,weed_pred_count_std,weed_det_rate_mean,weed_det_rate_std,weed_fa_rate_mean,weed_fa_rate_std,weed_centroid_dist_mean,weed_centroid_dist_std,weed_size_ratio_mean,weed_size_ratio_std,crop_gt_count_mean,crop_gt_count_std,crop_pred_count_mean,crop_pred_count_std,crop_det_rate_mean,crop_det_rate_std,crop_fa_rate_mean,crop_fa_rate_std
4320,0.9873,0.9928,0.9934,0.9931,0.9931,0.8548,0.9628,0.9672,0.9650,0.9650,0.8346,0.8764,0.8555,0.8658,0.8658,0.6105,20.571,18.025,19.072,17.164,0.746,0.347,0.028,0.099,6.260,4.296,1.166,0.393,2.208,1.186,2.418,1.475,0.954,0.198,0.054,0.149
