image_name,pixel_accuracy,crop_iou,crop_precision,crop_recall,crop_f1,weed_iou,weed_precision,weed_recall,weed_f1
bonirob_2016-05-09-11-45-55_17_frame93,0.9995,0.9376,0.9777,0.9580,0.9678,0.7625,0.9734,0.7787,0.8652
bonirob_2016-05-09-11-45-55_17_frame94,0.9996,0.9322,0.9660,0.9638,0.9649,0.5588,0.9644,0.5705,0.7170
bonirob_2016-05-09-11-45-55_17_frame95,0.9999,0.8613,0.9055,0.9463,0.9255,0.0000,0.0000,0.0000,0.0000
bonirob_2016-05-09-11-45-55_17_frame96,0.9995,0.9041,0.9263,0.9742,0.9497,0.0000,0.0000,0.0000,0.0000
bonirob_2016-05-09-11-45-55_17_frame97,0.9996,0.9236,0.9553,0.9653,0.9603,0.7827,0.8376,0.9228,0.8781
bonirob_2016-05-09-11-45-55_17_frame98,0.9998,0.9665,0.9878,0.9782,0.9830,0.8961,0.9506,0.9398,0.9452
bonirob_2016-05-09-11-45-55_17_frame99,0.9996,0.9405,0.9587,0.9802,0.9694,0.7185,0.9647,0.7379,0.8362
bonirob_2016-05-10-11-29-18_13_frame0,0.9997,0.8990,0.9055,0.9921,0.9468,0.0000,0.0000,0.0000,0.0000
bonirob_2016-05-10-11-29-18_13_frame1,0.9996,0.8982,0.9099,0.9859,0.9464,0.1801,0.2624,0.3648,0.3053
bonirob_2016-05-10-11-29-18_13_frame10,0.9993,0.7153,0.7451,0.9471,0.8341,0.1064,0.4294,0.1240,0.1924
bonirob_2016-05-10-11-29-18_13_frame100,0.9994,0.9405,0.9460,0.9939,0.9694,0.7022,0.7262,0.9550,0.8251
bonirob_2016-05-10-11-29-18_13_frame101,0.9996,0.9457,0.9535,0.9914,0.9721,0.8275,0.8648,0.9505,0.9056
bonirob_2016-05-10-11-29-18_13_frame102,0.9994,0.9384,0.9409,0.9971,0.9682,0.9232,0.9259,0.9968,0.9601
bonirob_2016-05-10-11-29-18_13_frame103,0.9994,0.8959,0.9100,0.9830,0.9451,0.8873,0.9204,0.9611,0.9403
bonirob_2016-05-10-11-29-18_13_frame104,0.9993,0.9010,0.9076,0.9920,0.9479,0.8838,0.9571,0.9202,0.9383
bonirob_2016-05-10-11-29-18_13_frame105,0.9993,0.9261,0.9316,0.9937,0.9616,0.0000,0.0000,0.0000,0.0000
bonirob_2016-05-10-11-29-18_13_frame106,0.9994,0.9075,0.9080,0.9993,0.9515,0.6817,0.6847,0.9938,0.8108
bonirob_2016-05-10-11-29-18_13_frame107,0.9995,0.9107,0.9203,0.9887,0.9533,0.8219,0.9033,0.9012,0.9023
bonirob_2016-05-10-11-29-18_13_frame108,0.9998,0.9054,0.9073,0.9977,0.9504,0.8265,0.8532,0.9635,0.9050
bonirob_2016-05-10-11-29-18_13_frame109,0.9992,0.8936,0.8944,0.9991,0.9438,0.8338,0.8473,0.9813,0.9094
bonirob_2016-05-10-11-29-18_13_frame11,0.9997,0.8937,0.8980,0.9947,0.9438,0.8261,0.8847,0.9258,0.9048
bonirob_2016-05-10-11-29-18_13_frame110,0.9991,0.9250,0.9276,0.9970,0.9610,0.6826,0.7071,0.9517,0.8113
bonirob_2016-05-10-11-29-18_13_frame111,0.9989,0.8587,0.8888,0.9620,0.9240,0.7485,0.8092,0.9089,0.8562
bonirob_2016-05-10-11-29-18_13_frame112,0.9996,0.8978,0.9089,0.9865,0.9461,0.0000,0.0000,0.0000,0.0000
bonirob_2016-05-10-11-29-18_13_frame113,0.9996,0.9057,0.9136,0.9905,0.9505,0.9066,0.9102,0.9957,0.9510
bonirob_2016-05-10-11-29-18_13_frame114,0.9994,0.9390,0.9519,0.9857,0.9685,0.3263,0.9073,0.3376,0.4921
bonirob_2016-05-10-11-29-18_13_frame115,0.9996,0.9178,0.9274,0.9888,0.9571,0.8049,0.9493,0.8411,0.8919
bonirob_2016-05-10-11-29-18_13_frame116,0.9997,0.9200,0.9251,0.9941,0.9584,0.0000,0.0000,0.0000,0.0000
bonirob_2016-05-10-11-29-18_13_frame117,0.9995,0.8830,0.8854,0.9970,0.9379,0.6320,0.6509,0.9562,0.7745
bonirob_2016-05-10-11-29-18_13_frame118,0.9997,0.9194,0.9252,0.9932,0.9580,0.7874,0.8010,0.9790,0.8811
bonirob_2016-05-10-11-29-18_13_frame119,0.9998,0.8427,0.8442,0.9979,0.9146,0.7983,0.8370,0.9453,0.8879
bonirob_2016-05-10-11-29-18_13_frame12,0.9998,0.8876,0.8893,0.9978,0.9404,0.0000,0.0000,0.0000,0.0000
bonirob_2016-05-10-11-29-18_13_frame120,0.9998,0.9011,0.9091,0.9904,0.9480,0.8894,0.9507,0.9324,0.9415
bonirob_2016-05-10-11-29-18_13_frame121,0.9999,0.8636,0.8757,0.9843,0.9268,0.0000,0.0000,0.0000,0.0000
bonirob_2016-05-10-11-29-18_13_frame122,0.9996,0.9098,0.9104,0.9993,0.9528,0.0000,0.0000,0.0000,0.0000
bonirob_2016-05-10-11-29-18_13_frame123,0.9998,0.9034,0.9064,0.9964,0.9493,0.0000,0.0000,0.0000,0.0000
bonirob_2016-05-10-11-29-18_13_frame124,0.9996,0.9262,0.9286,0.9972,0.9617,0.6591,0.6591,1.0000,0.7945
bonirob_2016-05-10-11-29-18_13_frame125,0.9997,0.9243,0.9303,0.9931,0.9606,0.0000,0.0000,0.0000,0.0000
bonirob_2016-05-10-11-29-18_13_frame126,0.9995,0.8725,0.8746,0.9973,0.9319,0.4632,0.4704,0.9679,0.6331
bonirob_2016-05-10-11-29-18_13_frame127,0.9995,0.8972,0.8986,0.9982,0.9458,0.4359,0.4545,0.9140,0.6071
bonirob_2016-05-10-11-29-18_13_frame128,0.9998,0.8768,0.8837,0.9912,0.9344,0.8949,0.9274,0.9623,0.9446
bonirob_2016-05-10-11-29-18_13_frame129,0.9995,0.8908,0.8988,0.9902,0.9423,0.5932,0.6028,0.9739,0.7447
bonirob_2016-05-10-11-29-18_13_frame13,0.9999,0.8310,0.8337,0.9961,0.9077,0.8074,0.9755,0.8241,0.8935
bonirob_2016-05-10-11-29-18_13_frame130,1.0000,0.0000,0.0000,0.0000,0.0000,0.9458,0.9752,0.9691,0.9721
bonirob_2016-05-10-11-29-18_13_frame131,0.9997,0.9031,0.9174,0.9831,0.9491,0.0000,0.0000,0.0000,0.0000
bonirob_2016-05-10-11-29-18_13_frame132,0.9997,0.9092,0.9112,0.9975,0.9524,0.0000,0.0000,0.0000,0.0000
bonirob_2016-05-10-11-29-18_13_frame133,0.9999,0.8821,0.9333,0.9414,0.9373,0.8744,0.9142,0.9525,0.9330
bonirob_2016-05-10-11-29-18_13_frame134,0.9998,0.7951,0.9075,0.8652,0.8859,0.4138,0.4205,0.9630,0.5854
bonirob_2016-05-10-11-29-18_13_frame135,0.9992,0.5376,0.9126,0.5668,0.6993,0.1727,0.1737,0.9699,0.2946
bonirob_2016-05-10-11-29-18_13_frame136,0.9985,0.5352,0.8921,0.5723,0.6973,0.0000,0.0000,0.0000,0.0000
bonirob_2016-05-10-11-29-18_13_frame137,0.9991,0.4976,0.7033,0.6297,0.6645,0.3464,0.4550,0.5920,0.5146
bonirob_2016-05-10-11-29-18_13_frame138,0.9995,0.5806,0.8843,0.6283,0.7346,0.6616,0.6865,0.9480,0.7963
bonirob_2016-05-10-11-29-18_13_frame139,0.9992,0.4710,0.9315,0.4879,0.6404,0.3178,0.3215,0.9652,0.4823
bonirob_2016-05-10-11-29-18_13_frame14,0.9998,0.8938,0.9007,0.9914,0.9439,0.9178,0.9384,0.9767,0.9571
bonirob_2016-05-10-11-29-18_13_frame140,0.9975,0.2710,0.9551,0.2745,0.4265,0.0600,0.0601,0.9844,0.1132
bonirob_2016-05-10-11-29-18_13_frame141,0.9983,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
bonirob_2016-05-10-11-29-18_13_frame142,0.9977,0.4248,0.9641,0.4316,0.5963,0.0623,0.0625,0.9430,0.1172
bonirob_2016-05-10-11-29-18_13_frame143,0.9985,0.1624,0.9244,0.1646,0.2794,0.0962,0.0965,0.9750,0.1756
bonirob_2016-05-10-11-29-18_13_frame144,0.9996,0.7406,0.7792,0.9372,0.8510,0.5502,0.8443,0.6123,0.7098
bonirob_2016-05-10-11-29-18_13_frame145,0.9997,0.7791,0.9231,0.8331,0.8758,0.0000,0.0000,0.0000,0.0000
bonirob_2016-05-10-11-29-18_13_frame146,0.9998,0.8195,0.8835,0.9188,0.9008,0.0000,0.0000,0.0000,0.0000
bonirob_2016-05-10-11-29-18_13_frame147,0.9995,0.9229,0.9257,0.9968,0.9599,0.6185,0.6185,1.0000,0.7643
bonirob_2016-05-10-11-29-18_13_frame148,0.9992,0.9343,0.9381,0.9957,0.9661,0.4309,0.4309,1.0000,0.6022
bonirob_2016-05-10-11-29-18_13_frame149,0.9996,0.9204,0.9240,0.9957,0.9585,0.0000,0.0000,0.0000,0.0000
bonirob_2016-05-10-11-29-18_13_frame15,0.9999,0.9279,0.9321,0.9953,0.9626,0.0000,0.0000,0.0000,0.0000
bonirob_2016-05-10-11-29-18_13_frame150,0.9995,0.9157,0.9209,0.9939,0.9560,0.8677,0.8708,0.9960,0.9292
bonirob_2016-05-10-11-29-18_13_frame151,0.9999,0.8977,0.9008,0.9962,0.9461,0.8913,0.8954,0.9949,0.9425
bonirob_2016-05-10-11-29-18_13_frame152,0.9998,0.8731,0.8736,0.9993,0.9323,0.8076,0.8794,0.9082,0.8935
bonirob_2016-05-10-11-29-18_13_frame153,0.9998,0.9111,0.9161,0.9941,0.9535,0.8690,0.8848,0.9799,0.9299
bonirob_2016-05-10-11-29-18_13_frame154,0.9996,0.9164,0.9166,0.9998,0.9564,0.0000,0.0000,0.0000,0.0000
bonirob_2016-05-10-11-29-18_13_frame155,0.9996,0.6729,0.6780,0.9890,0.8045,0.4932,1.0000,0.4932,0.6606
bonirob_2016-05-10-11-29-18_13_frame156,0.9998,0.8950,0.8991,0.9949,0.9446,0.8460,0.8668,0.9724,0.9166
bonirob_2016-05-10-11-29-18_13_frame157,0.9998,0.9058,0.9109,0.9939,0.9506,0.4167,0.5017,0.7109,0.5882
bonirob_2016-05-10-11-29-18_13_frame158,0.9998,0.8603,0.8641,0.9949,0.9249,0.0000,0.0000,0.0000,0.0000
bonirob_2016-05-10-11-29-18_13_frame159,0.9998,0.9032,0.9155,0.9853,0.9491,0.3923,0.4332,0.8061,0.5636
bonirob_2016-05-10-11-29-18_13_frame16,0.9998,0.7895,0.8061,0.9746,0.8824,0.7930,0.7958,0.9956,0.8845
bonirob_2016-05-10-11-29-18_13_frame160,0.9998,0.8984,0.9000,0.9980,0.9465,0.8306,0.9074,0.9074,0.9074
bonirob_2016-05-10-11-29-18_13_frame161,0.9997,0.8950,0.8961,0.9986,0.9446,0.0000,0.0000,0.0000,0.0000
bonirob_2016-05-10-11-29-18_13_frame162,0.9998,0.8680,0.8680,1.0000,0.9293,0.0000,0.0000,0.0000,0.0000
bonirob_2016-05-10-11-29-18_13_frame163,0.9999,0.8789,0.8846,0.9927,0.9355,0.0000,0.0000,0.0000,0.0000
bonirob_2016-05-10-11-29-18_13_frame164,0.9998,0.8798,0.8898,0.9873,0.9360,0.0000,0.0000,0.0000,0.0000
bonirob_2016-05-10-11-29-18_13_frame165,0.9999,0.8902,0.8902,1.0000,0.9419,0.0000,0.0000,0.0000,0.0000
bonirob_2016-05-10-11-29-18_13_frame166,0.9998,0.9089,0.9161,0.9914,0.9523,0.0000,0.0000,0.0000,0.0000
bonirob_2016-05-10-11-29-18_13_frame167,0.9997,0.8770,0.8815,0.9942,0.9345,0.8340,0.8627,0.9617,0.9095
bonirob_2016-05-10-11-29-18_13_frame168,0.9997,0.8877,0.8937,0.9924,0.9405,0.7049,0.7434,0.9315,0.8269
bonirob_2016-05-10-11-29-18_13_frame169,0.9997,0.8876,0.8883,0.9991,0.9404,0.0000,0.0000,0.0000,0.0000
bonirob_2016-05-10-11-29-18_13_frame17,0.9999,0.8523,0.8719,0.9744,0.9203,0.0000,0.0000,0.0000,0.0000
bonirob_2016-05-10-11-29-18_13_frame170,0.9999,0.9065,0.9186,0.9858,0.9510,0.0000,0.0000,0.0000,0.0000
bonirob_2016-05-10-11-29-18_13_frame172,0.9998,0.8239,0.8260,0.9970,0.9034,0.4469,0.9712,0.4529,0.6177
bonirob_2016-05-10-11-29-18_13_frame173,0.9998,0.8907,0.8969,0.9922,0.9422,0.8540,0.9957,0.8571,0.9213
bonirob_2016-05-10-11-29-18_13_frame174,0.9998,0.9118,0.9134,0.9980,0.9539,0.0000,0.0000,0.0000,0.0000
bonirob_2016-05-10-11-29-18_13_frame175,0.9999,0.8854,0.8854,1.0000,0.9392,0.8409,0.8717,0.9597,0.9136
bonirob_2016-05-10-11-29-18_13_frame176,0.9996,0.9019,0.9027,0.9991,0.9484,0.7949,0.7949,1.0000,0.8857
bonirob_2016-05-10-11-29-18_13_frame177,0.9998,0.8507,0.8518,0.9984,0.9193,0.0000,0.0000,0.0000,0.0000
bonirob_2016-05-10-11-29-18_13_frame178,0.9998,0.8741,0.8758,0.9979,0.9328,0.0000,0.0000,0.0000,0.0000
bonirob_2016-05-10-11-29-18_13_frame179,0.9998,0.7598,0.7615,0.9971,0.8635,0.0000,0.0000,0.0000,0.0000
bonirob_2016-05-10-11-29-18_13_frame18,0.9998,0.8873,0.8923,0.9938,0.9403,0.9278,0.9312,0.9961,0.9625
bonirob_2016-05-10-11-29-18_13_frame180,0.9995,0.8640,0.8669,0.9962,0.9271,0.4499,0.4559,0.9714,0.6206
bonirob_2016-05-10-11-29-18_13_frame181,0.9995,0.8846,0.8864,0.9977,0.9388,0.6165,0.6406,0.9425,0.7628
bonirob_2016-05-10-11-29-18_13_frame182,0.9994,0.8952,0.8977,0.9968,0.9447,0.4906,0.8106,0.5541,0.6583
bonirob_2016-05-10-11-29-18_13_frame183,0.9996,0.9059,0.9228,0.9802,0.9506,0.0000,0.0000,0.0000,0.0000
bonirob_2016-05-10-11-29-18_13_frame184,0.9999,0.8950,0.8995,0.9945,0.9446,0.0000,0.0000,0.0000,0.0000
bonirob_2016-05-10-11-29-18_13_frame185,0.9997,0.9113,0.9173,0.9929,0.9536,0.0000,0.0000,0.0000,0.0000
bonirob_2016-05-10-11-29-18_13_frame186,0.9998,0.9028,0.9028,1.0000,0.9489,0.0000,0.0000,0.0000,0.0000
bonirob_2016-05-10-11-29-18_13_frame187,0.9997,0.8907,0.8934,0.9967,0.9422,0.0000,0.0000,0.0000,0.0000
bonirob_2016-05-10-11-29-18_13_frame188,0.9998,0.8875,0.8888,0.9983,0.9404,0.0000,0.0000,0.0000,0.0000
bonirob_2016-05-10-11-29-18_13_frame189,0.9997,0.8209,0.8985,0.9048,0.9017,0.7439,0.8558,0.8506,0.8532
bonirob_2016-05-10-11-29-18_13_frame19,0.9998,0.8808,0.8826,0.9977,0.9366,0.0000,0.0000,0.0000,0.0000
bonirob_2016-05-10-11-29-18_13_frame190,0.9998,0.8958,0.8995,0.9954,0.9451,0.0000,0.0000,0.0000,0.0000
bonirob_2016-05-10-11-29-18_13_frame191,0.9996,0.9052,0.9074,0.9973,0.9502,0.7452,0.9512,0.7748,0.8540
bonirob_2016-05-10-11-29-18_13_frame192,0.9994,0.9037,0.9060,0.9972,0.9494,0.5804,0.6125,0.9171,0.7345
bonirob_2016-05-10-11-29-18_13_frame193,0.9996,0.8471,0.8911,0.9448,0.9172,0.4241,0.4378,0.9312,0.5956
bonirob_2016-05-10-11-29-18_13_frame194,0.9991,0.8916,0.8928,0.9985,0.9427,0.6916,0.6998,0.9834,0.8177
bonirob_2016-05-10-11-29-18_13_frame195,0.9997,0.9093,0.9112,0.9978,0.9525,0.0000,0.0000,0.0000,0.0000
bonirob_2016-05-10-11-29-18_13_frame196,0.9998,0.9296,0.9304,0.9991,0.9635,0.0000,0.0000,0.0000,0.0000
bonirob_2016-05-10-11-29-18_13_frame197,0.9998,0.8494,0.8529,0.9952,0.9186,0.1792,1.0000,0.1792,0.3039
bonirob_2016-05-10-11-29-18_13_frame198,0.9996,0.9283,0.9294,0.9987,0.9628,0.0000,0.0000,0.0000,0.0000
bonirob_2016-05-10-11-29-18_13_frame199,0.9996,0.8955,0.9063,0.9869,0.9449,0.0000,0.0000,0.0000,0.0000
bonirob_2016-05-10-11-29-18_13_frame2,0.9998,0.8987,0.9186,0.9765,0.9466,0.9009,0.9359,0.9601,0.9479
bonirob_2016-05-10-11-29-18_13_frame20,0.9998,0.8662,0.8707,0.9941,0.9283,0.0000,0.0000,0.0000,0.0000
bonirob_2016-05-10-11-29-18_13_frame200,0.9994,0.8915,0.8955,0.9950,0.9426,0.6421,0.6562,0.9676,0.7820
bonirob_2016-05-10-11-29-18_13_frame201,0.9998,0.8925,0.8934,0.9988,0.9432,0.0000,0.0000,0.0000,0.0000
bonirob_2016-05-10-11-29-18_13_frame202,0.9998,0.8917,0.8925,0.9990,0.9428,0.8547,0.9583,0.8877,0.9217
bonirob_2016-05-10-11-29-18_13_frame203,0.9997,0.8891,0.8937,0.9942,0.9413,0.8610,0.8636,0.9965,0.9253
bonirob_2016-05-10-11-29-18_13_frame204,0.9997,0.8908,0.8988,0.9900,0.9422,0.8063,0.8063,1.0000,0.8927
bonirob_2016-05-10-11-29-18_13_frame205,0.9997,0.8941,0.8966,0.9969,0.9441,0.8203,0.9528,0.8551,0.9013
bonirob_2016-05-10-11-29-18_13_frame206,0.9998,0.8467,0.8521,0.9925,0.9170,0.5705,0.9667,0.5819,0.7265
bonirob_2016-05-10-11-29-18_13_frame207,0.9997,0.9081,0.9135,0.9935,0.9518,0.7719,0.7774,0.9910,0.8713
bonirob_2016-05-10-11-29-18_13_frame208,0.9997,0.8783,0.8845,0.9921,0.9352,0.9123,0.9286,0.9811,0.9541
bonirob_2016-05-10-11-29-18_13_frame209,0.9998,0.9092,0.9110,0.9978,0.9524,0.8333,1.0000,0.8333,0.9091
bonirob_2016-05-10-11-29-18_13_frame21,0.9996,0.6742,0.7768,0.8362,0.8054,0.5417,0.7179,0.6881,0.7027
bonirob_2016-05-10-11-29-18_13_frame210,0.9996,0.8941,0.8970,0.9965,0.9441,0.5230,0.6097,0.7862,0.6868
bonirob_2016-05-10-11-29-18_13_frame213,0.9997,0.8424,0.9027,0.9265,0.9145,0.7746,0.7770,0.9960,0.8730
bonirob_2016-05-10-11-29-18_13_frame214,0.9999,0.9229,0.9268,0.9955,0.9599,0.9114,0.9357,0.9724,0.9537
bonirob_2016-05-10-11-29-18_13_frame215,0.9997,0.8905,0.8919,0.9982,0.9421,0.8111,0.8480,0.9491,0.8957
bonirob_2016-05-10-11-29-18_13_frame216,0.9997,0.8984,0.9085,0.9878,0.9465,0.8202,0.9107,0.8919,0.9012
bonirob_2016-05-10-11-29-18_13_frame217,0.9998,0.8065,0.8072,0.9990,0.8929,0.6782,0.9290,0.7153,0.8082
bonirob_2016-05-10-11-29-18_13_frame218,0.9997,0.9007,0.9065,0.9930,0.9477,0.0000,0.0000,0.0000,0.0000
bonirob_2016-05-10-11-29-18_13_frame219,0.9998,0.8548,0.8691,0.9811,0.9217,0.8889,0.9735,0.9109,0.9412
bonirob_2016-05-10-11-29-18_13_frame22,0.9996,0.8929,0.9014,0.9895,0.9434,0.5946,0.8295,0.6774,0.7458
bonirob_2016-05-10-11-29-18_13_frame220,0.9998,0.8609,0.9162,0.9345,0.9252,0.0000,0.0000,0.0000,0.0000
bonirob_2016-05-10-11-29-18_13_frame221,0.9999,0.8873,0.8954,0.9899,0.9403,0.0000,0.0000,0.0000,0.0000
bonirob_2016-05-10-11-29-18_13_frame223,0.9999,0.9053,0.9093,0.9952,0.9503,0.8947,0.9401,0.9488,0.9444
bonirob_2016-05-10-11-29-18_13_frame224,0.9997,0.9025,0.9045,0.9977,0.9488,0.8144,0.8333,0.9729,0.8977
bonirob_2016-05-10-11-29-18_13_frame225,0.9998,0.9052,0.9213,0.9811,0.9503,0.7413,0.8474,0.8555,0.8514
bonirob_2016-05-10-11-29-18_13_frame226,0.9997,0.9082,0.9104,0.9973,0.9519,0.8504,0.8576,0.9902,0.9192
bonirob_2016-05-10-11-29-18_13_frame227,0.9999,0.9170,0.9273,0.9881,0.9567,0.8706,0.9823,0.8845,0.9308
bonirob_2016-05-10-11-29-18_13_frame228,0.9999,0.8888,0.9017,0.9841,0.9411,0.8595,1.0000,0.8595,0.9245
bonirob_2016-05-10-11-29-18_13_frame229,0.9998,0.8916,0.9007,0.9888,0.9427,0.0000,0.0000,0.0000,0.0000
bonirob_2016-05-10-11-29-18_13_frame23,0.9998,0.8875,0.8888,0.9983,0.9404,0.0000,0.0000,0.0000,0.0000
bonirob_2016-05-10-11-29-18_13_frame230,0.9996,0.9198,0.9260,0.9928,0.9582,0.6582,0.7736,0.8153,0.7939
bonirob_2016-05-10-11-29-18_13_frame231,0.9995,0.9134,0.9242,0.9874,0.9547,0.7225,0.7577,0.9397,0.8389
bonirob_2016-05-10-11-29-18_13_frame232,0.9999,0.8914,0.8968,0.9933,0.9426,0.8759,0.9225,0.9454,0.9338
bonirob_2016-05-10-11-29-18_13_frame233,0.9999,0.9211,0.9276,0.9924,0.9589,0.0000,0.0000,0.0000,0.0000
bonirob_2016-05-10-11-29-18_13_frame234,0.9999,0.8641,0.8658,0.9977,0.9271,0.8030,0.8112,0.9876,0.8908
bonirob_2016-05-10-11-29-18_13_frame235,0.9999,0.8870,0.8994,0.9847,0.9401,0.0000,0.0000,0.0000,0.0000
bonirob_2016-05-10-11-29-18_13_frame236,0.9998,0.9244,0.9263,0.9978,0.9607,0.7627,0.9643,0.7849,0.8654
bonirob_2016-05-10-11-29-18_13_frame237,0.9998,0.8892,0.8948,0.9929,0.9413,0.0000,0.0000,0.0000,0.0000
bonirob_2016-05-10-11-29-18_13_frame238,0.9998,0.8418,0.8431,0.9982,0.9141,0.0000,0.0000,0.0000,0.0000
bonirob_2016-05-10-11-29-18_13_frame24,0.9998,0.8872,0.8894,0.9972,0.9402,0.0000,0.0000,0.0000,0.0000
bonirob_2016-05-10-11-29-18_13_frame240,0.9986,0.1070,0.1576,0.2497,0.1933,0.1972,0.3950,0.2825,0.3294
bonirob_2016-05-10-11-29-18_13_frame242,0.9999,0.9213,0.9239,0.9970,0.9590,0.0000,0.0000,0.0000,0.0000
bonirob_2016-05-10-11-29-18_13_frame244,0.9994,0.9137,0.9162,0.9970,0.9549,0.8469,0.8673,0.9730,0.9171
bonirob_2016-05-10-11-29-18_13_frame245,0.9997,0.9285,0.9325,0.9954,0.9629,0.7804,0.7855,0.9919,0.8767
bonirob_2016-05-10-11-29-18_13_frame246,0.9996,0.9433,0.9476,0.9952,0.9708,0.7078,0.7488,0.9281,0.8289
bonirob_2016-05-10-11-29-18_13_frame247,0.9992,0.8898,0.8957,0.9927,0.9417,0.4818,0.6989,0.6079,0.6502
bonirob_2016-05-10-11-29-18_13_frame248,0.9998,0.8992,0.8995,0.9996,0.9469,0.0000,0.0000,0.0000,0.0000
bonirob_2016-05-10-11-29-18_13_frame249,0.9999,0.9173,0.9216,0.9949,0.9569,0.0000,0.0000,0.0000,0.0000
bonirob_2016-05-10-11-29-18_13_frame25,0.9998,0.8902,0.8979,0.9905,0.9419,0.8718,0.9332,0.9298,0.9315
bonirob_2016-05-10-11-29-18_13_frame250,0.9998,0.8886,0.8979,0.9885,0.9410,0.0000,0.0000,0.0000,0.0000
bonirob_2016-05-10-11-29-18_13_frame251,0.9997,0.8915,0.8973,0.9927,0.9426,0.8641,0.8641,1.0000,0.9271
bonirob_2016-05-10-11-29-18_13_frame252,0.9999,0.9055,0.9182,0.9849,0.9504,0.8985,0.9053,0.9917,0.9465
bonirob_2016-05-10-11-29-18_13_frame253,0.9998,0.8969,0.9206,0.9722,0.9457,0.0000,0.0000,0.0000,0.0000
bonirob_2016-05-10-11-29-18_13_frame254,0.9998,0.9186,0.9441,0.9715,0.9576,0.9021,0.9185,0.9805,0.9485
bonirob_2016-05-10-11-29-18_13_frame255,0.9999,0.0000,0.0000,0.0000,0.0000,0.5849,0.5981,0.9637,0.7381
bonirob_2016-05-10-11-29-18_13_frame256,0.9999,0.8541,0.8865,0.9591,0.9213,0.0000,0.0000,0.0000,0.0000
bonirob_2016-05-10-11-29-18_13_frame257,0.9996,0.9099,0.9121,0.9973,0.9528,0.4558,0.9184,0.4750,0.6262
bonirob_2016-05-10-11-29-18_13_frame258,0.9999,0.8731,0.8925,0.9757,0.9323,0.8648,0.8961,0.9611,0.9275
bonirob_2016-05-10-11-29-18_13_frame259,0.9995,0.8955,0.9208,0.9703,0.9449,0.5628,0.5628,1.0000,0.7202
bonirob_2016-05-10-11-29-18_13_frame26,0.9994,0.8863,0.8958,0.9882,0.9397,0.0000,0.0000,0.0000,0.0000
bonirob_2016-05-10-11-29-18_13_frame260,0.9996,0.9140,0.9246,0.9877,0.9551,0.9019,0.9105,0.9896,0.9484
bonirob_2016-05-10-11-29-18_13_frame261,0.9997,0.9019,0.9117,0.9882,0.9484,0.9216,0.9417,0.9775,0.9592
bonirob_2016-05-10-11-29-18_13_frame262,0.9998,0.9242,0.9290,0.9944,0.9606,0.5891,0.5891,1.0000,0.7414
bonirob_2016-05-10-11-29-18_13_frame263,0.9999,0.8649,0.8703,0.9928,0.9275,0.9080,0.9153,0.9913,0.9518
bonirob_2016-05-10-11-29-18_13_frame264,0.9991,0.8982,0.9099,0.9859,0.9464,0.8213,0.8984,0.9054,0.9019
bonirob_2016-05-10-11-29-18_13_frame265,0.9990,0.6640,0.9239,0.7023,0.7980,0.8185,0.8320,0.9806,0.9002
bonirob_2016-05-10-11-29-18_13_frame266,0.9997,0.9185,0.9357,0.9803,0.9575,0.8218,0.8830,0.9222,0.9022
bonirob_2016-05-10-11-29-18_13_frame267,0.9997,0.9251,0.9273,0.9974,0.9611,0.0000,0.0000,0.0000,0.0000
bonirob_2016-05-10-11-29-18_13_frame268,0.9996,0.9078,0.9229,0.9824,0.9517,0.7661,0.8289,0.9101,0.8676
bonirob_2016-05-10-11-29-18_13_frame269,0.9998,0.9321,0.9407,0.9903,0.9648,0.0000,0.0000,0.0000,0.0000
bonirob_2016-05-10-11-29-18_13_frame27,0.9997,0.9072,0.9209,0.9839,0.9514,0.0000,0.0000,0.0000,0.0000
bonirob_2016-05-10-11-29-18_13_frame270,0.9998,0.9032,0.9045,0.9983,0.9491,0.0000,0.0000,0.0000,0.0000
bonirob_2016-05-10-11-29-18_13_frame271,0.9997,0.8936,0.9079,0.9827,0.9438,0.8433,0.8433,1.0000,0.9150
bonirob_2016-05-10-11-29-18_13_frame272,0.9995,0.9028,0.9232,0.9761,0.9489,0.4755,0.8727,0.5110,0.6446
bonirob_2016-05-10-11-29-18_13_frame274,0.9993,0.5493,0.5515,0.9931,0.7091,0.3158,0.9286,0.3237,0.4800
bonirob_2016-05-10-11-29-18_13_frame275,0.9998,0.9295,0.9343,0.9945,0.9635,0.8548,0.8933,0.9521,0.9217
bonirob_2016-05-10-11-29-18_13_frame276,0.9997,0.8958,0.9269,0.9638,0.9450,0.6408,0.8238,0.7427,0.7811
bonirob_2016-05-10-11-29-18_13_frame277,0.9997,0.8905,0.9150,0.9708,0.9421,0.8992,0.9177,0.9781,0.9469
bonirob_2016-05-10-11-29-18_13_frame278,0.9995,0.8550,0.9556,0.8903,0.9218,0.6020,0.6135,0.9698,0.7515
bonirob_2016-05-10-11-29-18_13_frame279,0.9994,0.6843,0.6856,0.9973,0.8126,0.2769,0.3830,0.5000,0.4337
bonirob_2016-05-10-11-29-18_13_frame28,0.9995,0.9126,0.9146,0.9976,0.9543,0.8679,0.9064,0.9534,0.9293
bonirob_2016-05-10-11-29-18_13_frame280,0.9996,0.9253,0.9273,0.9977,0.9612,0.8835,0.9104,0.9677,0.9382
