image_name,pixel_accuracy,crop_iou,crop_precision,crop_recall,crop_f1,weed_iou,weed_precision,weed_recall,weed_f1
_2016-05-27-10-26-48_5_frame104,0.9983,0.9775,0.9801,0.9972,0.9886,0.0000,0.0000,0.0000,0.0000
_2016-05-27-10-26-48_5_frame105,0.9989,0.9803,0.9835,0.9968,0.9901,0.4686,1.0000,0.4686,0.6382
_2016-05-27-10-26-48_5_frame106,0.9986,0.9763,0.9785,0.9977,0.9880,0.6105,0.6105,1.0000,0.7581
_2016-05-27-10-26-48_5_frame107,0.9985,0.9745,0.9800,0.9942,0.9871,0.7386,0.7721,0.9445,0.8497
_2016-05-27-10-26-48_5_frame108,0.9988,0.9696,0.9795,0.9896,0.9846,0.7941,0.8071,0.9801,0.8853
_2016-05-27-10-26-48_5_frame109,0.9989,0.9740,0.9785,0.9953,0.9868,0.8491,0.9160,0.9208,0.9184
_2016-05-27-10-26-48_5_frame11,0.9992,0.9503,0.9745,0.9745,0.9745,0.8440,0.9638,0.8717,0.9154
_2016-05-27-10-26-48_5_frame110,0.9985,0.9717,0.9761,0.9954,0.9857,0.2545,0.6340,0.2984,0.4058
_2016-05-27-10-26-48_5_frame111,0.9982,0.9730,0.9758,0.9971,0.9863,0.5732,0.5768,0.9892,0.7287
_2016-05-27-10-26-48_5_frame112,0.9985,0.9695,0.9788,0.9903,0.9845,0.0000,0.0000,0.0000,0.0000
_2016-05-27-10-26-48_5_frame113,0.9969,0.9605,0.9767,0.9831,0.9799,0.5268,0.5377,0.9630,0.6901
_2016-05-27-10-26-48_5_frame114,0.9987,0.9647,0.9811,0.9829,0.9820,0.8369,0.8775,0.9477,0.9112
_2016-05-27-10-26-48_5_frame115,0.9978,0.9729,0.9774,0.9954,0.9863,0.6481,0.6497,0.9964,0.7865
_2016-05-27-10-26-48_5_frame116,0.9971,0.9541,0.9703,0.9828,0.9765,0.5987,0.6442,0.8944,0.7490
_2016-05-27-10-26-48_5_frame117,0.9989,0.9822,0.9872,0.9949,0.9910,0.4885,0.4942,0.9769,0.6563
_2016-05-27-10-26-48_5_frame118,0.9988,0.9686,0.9763,0.9919,0.9840,0.8573,0.9260,0.9203,0.9231
_2016-05-27-10-26-48_5_frame119,0.9988,0.9616,0.9812,0.9797,0.9804,0.6769,0.9481,0.7030,0.8073
_2016-05-27-10-26-48_5_frame12,0.9990,0.9650,0.9729,0.9917,0.9822,0.7934,0.8987,0.8713,0.8848
_2016-05-27-10-26-48_5_frame120,0.9981,0.9771,0.9817,0.9952,0.9884,0.5291,0.6995,0.6848,0.6920
_2016-05-27-10-26-48_5_frame121,0.9982,0.9689,0.9734,0.9953,0.9842,0.7583,0.7618,0.9938,0.8625
_2016-05-27-10-26-48_5_frame122,0.9986,0.9682,0.9807,0.9870,0.9839,0.6521,0.6805,0.9398,0.7894
_2016-05-27-10-26-48_5_frame123,0.9996,0.9615,0.9750,0.9858,0.9804,0.5321,0.8479,0.5882,0.6946
_2016-05-27-10-26-48_5_frame124,0.9989,0.9678,0.9772,0.9901,0.9836,0.0000,0.0000,0.0000,0.0000
_2016-05-27-10-26-48_5_frame125,0.9990,0.9670,0.9717,0.9950,0.9832,0.7305,0.8962,0.7981,0.8443
_2016-05-27-10-26-48_5_frame126,0.9980,0.9813,0.9832,0.9980,0.9906,0.7196,0.7641,0.9252,0.8369
_2016-05-27-10-26-48_5_frame127,0.9994,0.9644,0.9716,0.9923,0.9819,0.7380,0.8535,0.8451,0.8493
_2016-05-27-10-26-48_5_frame128,0.9991,0.9717,0.9774,0.9940,0.9856,0.0000,0.0000,0.0000,0.0000
_2016-05-27-10-26-48_5_frame129,0.9991,0.9746,0.9783,0.9961,0.9871,0.7494,0.7613,0.9797,0.8568
_2016-05-27-10-26-48_5_frame13,0.9990,0.9555,0.9583,0.9970,0.9773,0.7326,0.7759,0.9292,0.8456
_2016-05-27-10-26-48_5_frame130,0.9981,0.9719,0.9768,0.9949,0.9858,0.7597,0.8443,0.8835,0.8634
_2016-05-27-10-26-48_5_frame131,0.9981,0.9789,0.9809,0.9980,0.9893,0.5758,0.5828,0.9794,0.7308
_2016-05-27-10-26-48_5_frame132,0.9988,0.9676,0.9762,0.9910,0.9835,0.7561,0.9610,0.7801,0.8611
_2016-05-27-10-26-48_5_frame133,0.9981,0.9636,0.9744,0.9887,0.9815,0.0000,0.0000,0.0000,0.0000
_2016-05-27-10-26-48_5_frame134,0.9993,0.9687,0.9773,0.9910,0.9841,0.0000,0.0000,0.0000,0.0000
_2016-05-27-10-26-48_5_frame135,0.9992,0.9718,0.9810,0.9905,0.9857,0.8241,0.8768,0.9319,0.9036
_2016-05-27-10-26-48_5_frame136,0.9991,0.9736,0.9780,0.9954,0.9866,0.9086,0.9177,0.9892,0.9521
_2016-05-27-10-26-48_5_frame137,0.9945,0.9674,0.9821,0.9847,0.9834,0.0000,0.0000,0.0000,0.0000
_2016-05-27-10-26-48_5_frame138,0.9962,0.9619,0.9708,0.9905,0.9806,0.0000,0.0000,0.0000,0.0000
_2016-05-27-10-26-48_5_frame139,0.9966,0.9735,0.9762,0.9972,0.9866,0.8855,0.8931,0.9905,0.9393
_2016-05-27-10-26-48_5_frame14,0.9985,0.9667,0.9731,0.9933,0.9831,0.0000,0.0000,0.0000,0.0000
_2016-05-27-10-26-48_5_frame140,0.9979,0.9480,0.9551,0.9922,0.9733,0.8805,0.9575,0.9163,0.9365
_2016-05-27-10-26-48_5_frame141,0.9987,0.9644,0.9757,0.9881,0.9819,0.8002,0.8364,0.9486,0.8890
_2016-05-27-10-26-48_5_frame142,0.9987,0.9661,0.9764,0.9892,0.9828,0.6687,0.6721,0.9924,0.8015
_2016-05-27-10-26-48_5_frame143,0.9982,0.9786,0.9832,0.9952,0.9892,0.5906,0.6320,0.9000,0.7426
_2016-05-27-10-26-48_5_frame144,0.9989,0.9524,0.9721,0.9791,0.9756,0.0000,0.0000,0.0000,0.0000
_2016-05-27-10-26-48_5_frame145,0.9988,0.9713,0.9765,0.9946,0.9855,0.3457,0.5000,0.5284,0.5138
_2016-05-27-10-26-48_5_frame146,0.9994,0.9713,0.9824,0.9885,0.9855,0.6731,0.6825,0.9800,0.8046
_2016-05-27-10-26-48_5_frame147,0.9993,0.9722,0.9842,0.9876,0.9859,0.8657,0.9353,0.9209,0.9280
_2016-05-27-10-26-48_5_frame148,0.9989,0.9439,0.9756,0.9667,0.9711,0.8427,0.8815,0.9504,0.9147
_2016-05-27-10-26-48_5_frame149,0.9987,0.9730,0.9801,0.9927,0.9863,0.8636,0.8820,0.9765,0.9268
_2016-05-27-10-26-48_5_frame15,0.9994,0.9724,0.9806,0.9915,0.9860,0.0000,0.0000,0.0000,0.0000
_2016-05-27-10-26-48_5_frame150,0.9988,0.9751,0.9820,0.9928,0.9874,0.0000,0.0000,0.0000,0.0000
_2016-05-27-10-26-48_5_frame151,0.9995,0.9518,0.9705,0.9802,0.9753,0.6522,0.6911,0.9206,0.7895
_2016-05-27-10-26-48_5_frame152,0.9989,0.9587,0.9803,0.9775,0.9789,0.0000,0.0000,0.0000,0.0000
_2016-05-27-10-26-48_5_frame153,0.9989,0.9679,0.9769,0.9906,0.9837,0.8118,0.8961,0.8961,0.8961
_2016-05-27-10-26-48_5_frame154,0.9988,0.9084,0.9171,0.9897,0.9520,0.2699,0.8638,0.2819,0.4250
_2016-05-27-10-26-48_5_frame155,0.9986,0.9683,0.9771,0.9907,0.9839,0.8761,0.8874,0.9856,0.9339
_2016-05-27-10-26-48_5_frame156,0.9989,0.9656,0.9731,0.9921,0.9825,0.8073,0.8234,0.9764,0.8934
_2016-05-27-10-26-48_5_frame157,0.9990,0.9702,0.9793,0.9905,0.9849,0.8452,0.8552,0.9863,0.9161
_2016-05-27-10-26-48_5_frame158,0.9987,0.9741,0.9789,0.9950,0.9869,0.5266,0.5271,0.9983,0.6899
_2016-05-27-10-26-48_5_frame159,0.9992,0.9557,0.9703,0.9846,0.9774,0.8223,0.8301,0.9886,0.9025
_2016-05-27-10-26-48_5_frame16,0.9987,0.9733,0.9788,0.9943,0.9865,0.3321,0.4684,0.5331,0.4987
_2016-05-27-10-26-48_5_frame161,0.9996,0.9804,0.9842,0.9960,0.9901,0.8097,0.9004,0.8893,0.8948
_2016-05-27-10-26-48_5_frame162,0.9990,0.9673,0.9774,0.9895,0.9834,0.7411,0.8050,0.9033,0.8513
_2016-05-27-10-26-48_5_frame163,0.9985,0.9602,0.9777,0.9817,0.9797,0.0000,0.0000,0.0000,0.0000
_2016-05-27-10-26-48_5_frame164,0.9991,0.9572,0.9738,0.9825,0.9782,0.6974,0.9472,0.7256,0.8217
_2016-05-27-10-26-48_5_frame165,0.9983,0.9698,0.9761,0.9933,0.9847,0.5437,0.5839,0.8878,0.7045
_2016-05-27-10-26-48_5_frame166,0.9987,0.9604,0.9834,0.9763,0.9798,0.0000,0.0000,0.0000,0.0000
_2016-05-27-10-26-48_5_frame167,0.9993,0.9743,0.9796,0.9945,0.9870,0.0000,0.0000,0.0000,0.0000
_2016-05-27-10-26-48_5_frame168,0.9991,0.9581,0.9820,0.9752,0.9786,0.4627,0.9719,0.4689,0.6326
_2016-05-27-10-26-48_5_frame169,0.9989,0.9644,0.9791,0.9846,0.9819,0.3096,0.8278,0.3309,0.4728
_2016-05-27-10-26-48_5_frame17,0.9980,0.9738,0.9789,0.9946,0.9867,0.2373,0.3494,0.4253,0.3836
_2016-05-27-10-26-48_5_frame170,0.9981,0.9740,0.9816,0.9920,0.9868,0.7967,0.8084,0.9821,0.8868
_2016-05-27-10-26-48_5_frame171,0.9988,0.9775,0.9812,0.9963,0.9886,0.8962,0.9125,0.9805,0.9453
_2016-05-27-10-26-48_5_frame172,0.9979,0.9691,0.9802,0.9884,0.9843,0.5167,0.5198,0.9889,0.6814
_2016-05-27-10-26-48_5_frame173,0.9991,0.9723,0.9822,0.9898,0.9860,0.9600,0.9796,0.9796,0.9796
_2016-05-27-10-26-48_5_frame174,0.9987,0.9695,0.9816,0.9875,0.9845,0.0000,0.0000,0.0000,0.0000
_2016-05-27-10-26-48_5_frame175,0.9985,0.9748,0.9787,0.9959,0.9872,0.0000,0.0000,0.0000,0.0000
_2016-05-27-10-26-48_5_frame176,0.9992,0.9724,0.9833,0.9887,0.9860,0.8640,0.8749,0.9858,0.9270
_2016-05-27-10-26-48_5_frame177,0.9990,0.9691,0.9773,0.9913,0.9843,0.8917,0.9567,0.9292,0.9428
_2016-05-27-10-26-48_5_frame178,0.9991,0.9503,0.9806,0.9685,0.9745,0.8713,0.8987,0.9662,0.9312
_2016-05-27-10-26-48_5_frame179,0.9980,0.9745,0.9782,0.9962,0.9871,0.5120,0.8623,0.5576,0.6773
_2016-05-27-10-26-48_5_frame18,0.9977,0.9733,0.9769,0.9962,0.9865,0.4229,0.9014,0.4434,0.5944
_2016-05-27-10-26-48_5_frame180,0.9988,0.9773,0.9809,0.9963,0.9885,0.8425,0.9117,0.9174,0.9145
_2016-05-27-10-26-48_5_frame181,0.9979,0.9751,0.9814,0.9934,0.9874,0.6972,0.7122,0.9708,0.8216
_2016-05-27-10-26-48_5_frame182,0.9992,0.9640,0.9749,0.9885,0.9817,0.0000,0.0000,0.0000,0.0000
_2016-05-27-10-26-48_5_frame183,0.9974,0.9679,0.9721,0.9956,0.9837,0.8295,0.9060,0.9077,0.9068
_2016-05-27-10-26-48_5_frame184,0.9987,0.9690,0.9734,0.9954,0.9842,0.9217,0.9662,0.9524,0.9592
_2016-05-27-10-26-48_5_frame185,0.9981,0.9718,0.9783,0.9932,0.9857,0.8834,0.8900,0.9917,0.9381
_2016-05-27-10-26-48_5_frame186,0.9988,0.9713,0.9764,0.9946,0.9854,0.7862,0.8283,0.9393,0.8803
_2016-05-27-10-26-48_5_frame187,0.9986,0.9859,0.9869,0.9991,0.9929,0.6820,0.7087,0.9477,0.8109
_2016-05-27-10-26-48_5_frame188,0.9989,0.9818,0.9847,0.9971,0.9908,0.0000,0.0000,0.0000,0.0000
_2016-05-27-10-26-48_5_frame189,0.9989,0.9743,0.9797,0.9944,0.9870,0.8211,0.8443,0.9676,0.9018
_2016-05-27-10-26-48_5_frame19,0.9985,0.9703,0.9765,0.9934,0.9849,0.6597,0.7259,0.8786,0.7950
_2016-05-27-10-26-48_5_frame190,0.9982,0.9772,0.9792,0.9979,0.9885,0.7805,0.7937,0.9792,0.8767
_2016-05-27-10-26-48_5_frame191,0.9990,0.9721,0.9748,0.9971,0.9858,0.8056,0.8227,0.9748,0.8923
_2016-05-27-10-26-48_5_frame192,0.9990,0.9689,0.9823,0.9861,0.9842,0.0000,0.0000,0.0000,0.0000
_2016-05-27-10-26-48_5_frame193,0.9988,0.9561,0.9786,0.9766,0.9776,0.0000,0.0000,0.0000,0.0000
_2016-05-27-10-26-48_5_frame194,0.9989,0.9706,0.9753,0.9951,0.9851,0.0000,0.0000,0.0000,0.0000
_2016-05-27-10-26-48_5_frame195,0.9987,0.9662,0.9791,0.9865,0.9828,0.0000,0.0000,0.0000,0.0000
_2016-05-27-10-26-48_5_frame196,0.9990,0.9668,0.9802,0.9860,0.9831,0.0000,0.0000,0.0000,0.0000
_2016-05-27-10-26-48_5_frame197,0.9985,0.9704,0.9741,0.9962,0.9850,0.0000,0.0000,0.0000,0.0000
_2016-05-27-10-26-48_5_frame198,0.9989,0.9704,0.9770,0.9931,0.9850,0.8315,0.9503,0.8693,0.9080
_2016-05-27-10-26-48_5_frame199,0.9993,0.9695,0.9806,0.9884,0.9845,0.8591,0.9009,0.9487,0.9242
_2016-05-27-10-26-48_5_frame2,0.9987,0.9706,0.9769,0.9934,0.9851,0.6858,0.8264,0.8012,0.8136
_2016-05-27-10-26-48_5_frame20,0.9992,0.9837,0.9855,0.9981,0.9918,0.3204,0.3444,0.8212,0.4853
_2016-05-27-10-26-48_5_frame200,0.9994,0.9576,0.9698,0.9870,0.9783,0.6741,0.7190,0.9152,0.8053
_2016-05-27-10-26-48_5_frame202,0.9993,0.9653,0.9841,0.9806,0.9823,0.8409,0.9248,0.9026,0.9136
_2016-05-27-10-26-48_5_frame203,0.9994,0.9724,0.9837,0.9884,0.9860,0.0000,0.0000,0.0000,0.0000
_2016-05-27-10-26-48_5_frame204,0.9995,0.9780,0.9855,0.9924,0.9889,0.6957,0.7170,0.9590,0.8205
_2016-05-27-10-26-48_5_frame205,0.9989,0.9720,0.9756,0.9962,0.9858,0.8107,0.8127,0.9970,0.8954
_2016-05-27-10-26-48_5_frame206,0.9990,0.9737,0.9868,0.9866,0.9867,0.7379,0.7545,0.9710,0.8492
_2016-05-27-10-26-48_5_frame207,0.9987,0.9607,0.9664,0.9939,0.9799,0.6964,0.8399,0.8029,0.8210
_2016-05-27-10-26-48_5_frame208,0.9982,0.9551,0.9588,0.9960,0.9770,0.7078,0.8764,0.7863,0.8289
_2016-05-27-10-26-48_5_frame209,0.9993,0.9622,0.9793,0.9822,0.9807,0.6659,0.6659,1.0000,0.7995
_2016-05-27-10-26-48_5_frame21,0.9985,0.9688,0.9754,0.9930,0.9841,0.0000,0.0000,0.0000,0.0000
_2016-05-27-10-26-48_5_frame210,0.9995,0.9638,0.9719,0.9915,0.9816,0.8634,0.8986,0.9566,0.9267
_2016-05-27-10-26-48_5_frame211,0.9989,0.9652,0.9798,0.9847,0.9823,0.8017,0.8765,0.9039,0.8900
_2016-05-27-10-26-48_5_frame212,0.9996,0.9719,0.9849,0.9866,0.9858,0.0000,0.0000,0.0000,0.0000
_2016-05-27-10-26-48_5_frame213,0.9987,0.9649,0.9764,0.9880,0.9822,0.7810,0.7932,0.9807,0.8770
_2016-05-27-10-26-48_5_frame214,0.9984,0.9662,0.9734,0.9924,0.9828,0.8247,0.8442,0.9728,0.9039
_2016-05-27-10-26-48_5_frame215,0.9978,0.9607,0.9693,0.9908,0.9800,0.7826,0.8182,0.9474,0.8780
_2016-05-27-10-26-48_5_frame216,0.9995,0.9726,0.9827,0.9895,0.9861,0.9151,0.9312,0.9814,0.9557
_2016-05-27-10-26-48_5_frame217,0.9993,0.9605,0.9770,0.9826,0.9798,0.7696,0.8856,0.8546,0.8698
_2016-05-27-10-26-48_5_frame218,0.9993,0.9723,0.9782,0.9939,0.9860,0.8841,0.9104,0.9683,0.9385
_2016-05-27-10-26-48_5_frame219,0.9976,0.9403,0.9545,0.9844,0.9692,0.3894,0.9717,0.3939,0.5605
_2016-05-27-10-26-48_5_frame22,0.9980,0.9643,0.9696,0.9943,0.9818,0.5228,0.7256,0.6516,0.6866
_2016-05-27-10-26-48_5_frame220,0.9988,0.9769,0.9796,0.9972,0.9883,0.5984,0.5996,0.9968,0.7488
_2016-05-27-10-26-48_5_frame221,0.9988,0.9671,0.9783,0.9883,0.9833,0.8213,0.8466,0.9648,0.9019
_2016-05-27-10-26-48_5_frame222,0.9994,0.9747,0.9834,0.9911,0.9872,0.6660,0.7189,0.9005,0.7995
_2016-05-27-10-26-48_5_frame223,0.9988,0.9747,0.9779,0.9966,0.9872,0.8522,0.8578,0.9923,0.9202
_2016-05-27-10-26-48_5_frame224,0.9993,0.9588,0.9719,0.9861,0.9790,0.8829,0.9101,0.9673,0.9378
_2016-05-27-10-26-48_5_frame225,0.9988,0.9740,0.9811,0.9927,0.9868,0.0000,0.0000,0.0000,0.0000
_2016-05-27-10-26-48_5_frame226,0.9990,0.9694,0.9774,0.9916,0.9844,0.0000,0.0000,0.0000,0.0000
_2016-05-27-10-26-48_5_frame227,0.9989,0.9581,0.9781,0.9790,0.9786,0.0000,0.0000,0.0000,0.0000
_2016-05-27-10-26-48_5_frame228,0.9995,0.9382,0.9772,0.9593,0.9681,0.0000,0.0000,0.0000,0.0000
_2016-05-27-10-26-48_5_frame229,0.9911,0.4912,0.4951,0.9843,0.6588,0.1909,0.8344,0.1985,0.3207
_2016-05-27-10-26-48_5_frame23,0.9982,0.9592,0.9836,0.9747,0.9792,0.3580,0.3781,0.8707,0.5273
_2016-05-27-10-26-48_5_frame230,0.9991,0.9517,0.9729,0.9776,0.9752,0.8272,0.9194,0.8919,0.9054
_2016-05-27-10-26-48_5_frame231,0.9988,0.9704,0.9840,0.9860,0.9850,0.2048,0.3900,0.3014,0.3400
_2016-05-27-10-26-48_5_frame233,0.9988,0.9787,0.9841,0.9944,0.9892,0.4401,0.9013,0.4624,0.6112
_2016-05-27-10-26-48_5_frame234,0.9977,0.9745,0.9770,0.9974,0.9871,0.3244,0.4684,0.5134,0.4898
_2016-05-27-10-26-48_5_frame235,0.9980,0.9769,0.9834,0.9933,0.9883,0.6010,0.6206,0.9500,0.7508
_2016-05-27-10-26-48_5_frame236,0.9975,0.9733,0.9795,0.9935,0.9865,0.3953,0.4855,0.6802,0.5666
_2016-05-27-10-26-48_5_frame237,0.9976,0.9728,0.9778,0.9949,0.9862,0.0000,0.0000,0.0000,0.0000
_2016-05-27-10-26-48_5_frame238,0.9991,0.9651,0.9722,0.9925,0.9822,0.0000,0.0000,0.0000,0.0000
_2016-05-27-10-26-48_5_frame239,0.9978,0.9624,0.9787,0.9830,0.9808,0.0000,0.0000,0.0000,0.0000
_2016-05-27-10-26-48_5_frame24,0.9987,0.9608,0.9726,0.9876,0.9800,0.0000,0.0000,0.0000,0.0000
_2016-05-27-10-26-48_5_frame240,0.9984,0.9547,0.9748,0.9788,0.9768,0.0000,0.0000,0.0000,0.0000
_2016-05-27-10-26-48_5_frame241,0.9985,0.9640,0.9768,0.9866,0.9816,0.0000,0.0000,0.0000,0.0000
_2016-05-27-10-26-48_5_frame242,0.9985,0.9577,0.9815,0.9752,0.9784,0.0000,0.0000,0.0000,0.0000
_2016-05-27-10-26-48_5_frame243,0.9993,0.9760,0.9811,0.9947,0.9879,0.7882,0.8785,0.8846,0.8815
_2016-05-27-10-26-48_5_frame244,0.9990,0.9512,0.9605,0.9899,0.9750,0.6433,0.7589,0.8086,0.7829
_2016-05-27-10-26-48_5_frame245,0.9999,0.9722,0.9763,0.9957,0.9859,0.8464,0.8513,0.9932,0.9168
_2016-05-27-10-26-48_5_frame246,0.9987,0.9712,0.9797,0.9912,0.9854,0.2208,0.2214,0.9869,0.3617
_2016-05-27-10-26-48_5_frame247,0.9996,0.9606,0.9725,0.9875,0.9799,0.8837,0.9383,0.9383,0.9383
_2016-05-27-10-26-48_5_frame248,0.9990,0.9714,0.9829,0.9881,0.9855,0.7579,0.8698,0.8550,0.8623
_2016-05-27-10-26-48_5_frame249,0.9987,0.9784,0.9846,0.9936,0.9891,0.8582,0.8812,0.9705,0.9237
_2016-05-27-10-26-48_5_frame25,0.9989,0.9555,0.9706,0.9840,0.9772,0.3172,0.7546,0.3537,0.4816
_2016-05-27-10-26-48_5_frame250,0.9978,0.9756,0.9790,0.9964,0.9876,0.6721,0.6721,1.0000,0.8039
_2016-05-27-10-26-48_5_frame251,0.9983,0.9631,0.9776,0.9848,0.9812,0.7485,0.7578,0.9839,0.8561
_2016-05-27-10-26-48_5_frame252,0.9992,0.9396,0.9852,0.9531,0.9689,0.8388,0.9178,0.9069,0.9123
_2016-05-27-10-26-48_5_frame253,0.9902,0.4629,0.4682,0.9759,0.6328,0.2156,0.9231,0.2195,0.3547
_2016-05-27-10-26-48_5_frame254,0.9954,0.9513,0.9607,0.9898,0.9750,0.8204,0.8444,0.9664,0.9013
_2016-05-27-10-26-48_5_frame255,0.9986,0.9737,0.9813,0.9921,0.9867,0.7807,0.8009,0.9688,0.8769
_2016-05-27-10-26-48_5_frame256,0.9985,0.9676,0.9745,0.9927,0.9835,0.5631,0.6533,0.8031,0.7205
_2016-05-27-10-26-48_5_frame257,0.9988,0.9720,0.9832,0.9883,0.9858,0.7630,0.7774,0.9763,0.8655
_2016-05-27-10-26-48_5_frame258,0.9990,0.9759,0.9813,0.9943,0.9878,0.7975,0.8339,0.9481,0.8873
_2016-05-27-10-26-48_5_frame259,0.9983,0.9684,0.9751,0.9930,0.9840,0.9118,0.9294,0.9796,0.9539
_2016-05-27-10-26-48_5_frame26,0.9985,0.9662,0.9792,0.9864,0.9828,0.8229,0.8332,0.9852,0.9028
_2016-05-27-10-26-48_5_frame260,0.9992,0.9734,0.9802,0.9930,0.9865,0.8755,0.9067,0.9623,0.9336
_2016-05-27-10-26-48_5_frame261,0.9982,0.9704,0.9778,0.9923,0.9850,0.7868,0.8660,0.8959,0.8807
_2016-05-27-10-26-48_5_frame262,0.9991,0.9587,0.9667,0.9914,0.9789,0.3233,0.8842,0.3376,0.4886
_2016-05-27-10-26-48_5_frame263,0.9992,0.9701,0.9770,0.9927,0.9848,0.8042,0.8450,0.9433,0.8915
_2016-05-27-10-26-48_5_frame264,0.9971,0.9583,0.9714,0.9862,0.9787,0.8352,0.9018,0.9187,0.9102
_2016-05-27-10-26-48_5_frame265,0.9995,0.9792,0.9886,0.9904,0.9895,0.8851,0.9674,0.9123,0.9391
_2016-05-27-10-26-48_5_frame266,0.9979,0.9675,0.9742,0.9930,0.9835,0.6708,0.7545,0.8581,0.8029
_2016-05-27-10-26-48_5_frame267,0.9984,0.9712,0.9773,0.9936,0.9854,0.7533,0.7720,0.9689,0.8593
_2016-05-27-10-26-48_5_frame268,0.9995,0.9726,0.9850,0.9872,0.9861,0.8666,0.8937,0.9662,0.9285
_2016-05-27-10-26-48_5_frame269,0.9977,0.9716,0.9732,0.9982,0.9856,0.7958,0.8175,0.9676,0.8863
_2016-05-27-10-26-48_5_frame27,0.9984,0.9786,0.9811,0.9974,0.9892,0.7550,0.7747,0.9673,0.8604
_2016-05-27-10-26-48_5_frame270,0.9977,0.9706,0.9792,0.9910,0.9851,0.7552,0.7874,0.9485,0.8605
_2016-05-27-10-26-48_5_frame271,0.9977,0.9694,0.9712,0.9981,0.9844,0.6927,0.9286,0.7317,0.8185
_2016-05-27-10-26-48_5_frame272,0.9976,0.9742,0.9761,0.9980,0.9869,0.8414,0.8444,0.9958,0.9139
_2016-05-27-10-26-48_5_frame273,0.9979,0.9722,0.9765,0.9954,0.9859,0.7360,0.7442,0.9853,0.8480
_2016-05-27-10-26-48_5_frame274,0.9980,0.9706,0.9716,0.9989,0.9851,0.6523,0.6570,0.9891,0.7896
_2016-05-27-10-26-48_5_frame275,0.9984,0.9641,0.9657,0.9982,0.9817,0.6450,0.9599,0.6629,0.7842
_2016-05-27-10-26-48_5_frame276,0.9988,0.9710,0.9724,0.9985,0.9853,0.6535,0.6794,0.9449,0.7905
_2016-05-27-10-26-48_5_frame277,0.9988,0.9718,0.9831,0.9883,0.9857,0.8240,0.8654,0.9452,0.9035
_2016-05-27-10-26-48_5_frame278,0.9979,0.9494,0.9649,0.9834,0.9740,0.6480,0.8018,0.7715,0.7864
_2016-05-27-10-26-48_5_frame279,0.9974,0.9639,0.9760,0.9873,0.9816,0.6717,0.7451,0.8720,0.8036
_2016-05-27-10-26-48_5_frame28,0.9982,0.9777,0.9797,0.9979,0.9887,0.6504,0.6592,0.9800,0.7882
_2016-05-27-10-26-48_5_frame280,0.9987,0.9608,0.9713,0.9888,0.9800,0.6982,0.7160,0.9656,0.8223
_2016-05-27-10-26-48_5_frame281,0.9974,0.9679,0.9739,0.9936,0.9837,0.5554,0.6526,0.7886,0.7142
_2016-05-27-10-26-48_5_frame282,0.9988,0.9742,0.9771,0.9970,0.9870,0.0000,0.0000,0.0000,0.0000
_2016-05-27-10-26-48_5_frame283,0.9985,0.9674,0.9713,0.9959,0.9834,0.8632,0.8862,0.9708,0.9266
_2016-05-27-10-26-48_5_frame284,0.9986,0.9760,0.9783,0.9975,0.9878,0.5831,0.6688,0.8197,0.7366
_2016-05-27-10-26-48_5_frame285,0.9977,0.9775,0.9826,0.9947,0.9886,0.7584,0.7705,0.9798,0.8626
_2016-05-27-10-26-48_5_frame286,0.9977,0.9703,0.9754,0.9947,0.9849,0.7637,0.7857,0.9647,0.8660
_2016-05-27-10-26-48_5_frame287,0.9978,0.9683,0.9735,0.9944,0.9839,0.7715,0.7853,0.9777,0.8710
_2016-05-27-10-26-48_5_frame288,0.9988,0.9715,0.9747,0.9967,0.9856,0.8227,0.8514,0.9606,0.9027
_2016-05-27-10-26-48_5_frame289,0.9968,0.9625,0.9781,0.9837,0.9809,0.8588,0.8753,0.9785,0.9240
_2016-05-27-10-26-48_5_frame29,0.9972,0.9705,0.9834,0.9867,0.9850,0.5099,0.5142,0.9837,0.6754
_2016-05-27-10-26-48_5_frame290,0.9969,0.9530,0.9660,0.9861,0.9759,0.8411,0.8901,0.9385,0.9137
_2016-05-27-10-26-48_5_frame291,0.9961,0.8900,0.8951,0.9937,0.9418,0.6326,0.9468,0.6560,0.7750
_2016-05-27-10-26-48_5_frame292,0.9983,0.9764,0.9819,0.9943,0.9881,0.8298,0.8505,0.9715,0.9070
_2016-05-27-10-26-48_5_frame293,0.9979,0.9515,0.9862,0.9644,0.9752,0.7240,0.7448,0.9630,0.8399
_2016-05-27-10-26-48_5_frame294,0.9994,0.9765,0.9800,0.9963,0.9881,0.8360,0.8444,0.9882,0.9107
_2016-05-27-10-26-48_5_frame295,0.9986,0.9655,0.9696,0.9956,0.9824,0.8039,0.8288,0.9640,0.8913
_2016-05-27-10-26-48_5_frame296,0.9965,0.8806,0.8938,0.9835,0.9365,0.4666,0.9636,0.4750,0.6363
_2016-05-27-10-26-48_5_frame297,0.9983,0.9615,0.9729,0.9879,0.9804,0.3466,0.5119,0.5177,0.5148
_2016-05-27-10-26-48_5_frame298,0.9971,0.9581,0.9713,0.9861,0.9786,0.7140,0.8360,0.8303,0.8331
_2016-05-27-10-26-48_5_frame299,0.9975,0.9564,0.9605,0.9955,0.9777,0.8513,0.9141,0.9254,0.9197
_2016-05-27-10-26-48_5_frame3,0.9987,0.9631,0.9745,0.9881,0.9812,0.7347,0.9489,0.7649,0.8471
