n_images,global_acc,bg_prec,bg_rec,bg_f1,bg_dice,bg_bf1,crop_prec,crop_rec,crop_f1,crop_dice,crop_bf1,weed_prec,weed_rec,weed_f1,weed_dice,weed_bf1,weed_gt_count_mean,weed_gt_count_std,weed_pred_count_mean,weed_pred_count_std,weed_det_rate_mean,weed_det_rate_std,weed_fa_rate_mean,weed_fa_rate_std,weed_centroid_dist_mean,weed_centroid_dist_std,weed_size_ratio_mean,weed_size_ratio_std,crop_gt_count_mean,crop_gt_count_std,crop_pred_count_mean,crop_pred_count_std,crop_det_rate_mean,crop_det_rate_std,crop_fa_rate_mean,crop_fa_rate_std
4800,0.9871,0.9927,0.9934,0.9931,0.9931,0.8553,0.9615,0.9659,0.9637,0.9637,0.8304,0.8731,0.8531,0.8630,0.8630,0.6092,7.762,4.789,17.148,13.091,0.756,0.350,0.024,0.113,25.147,27.335,9.863,65.930,1.945,0.962,2.724,1.689,0.956,0.199,0.009,0.072
